,name,type,what,date
925,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
926,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
927,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
928,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
929,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
930,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
931,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
932,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
933,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
934,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
935,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
936,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
937,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
938,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
939,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
940,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
941,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
942,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
943,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
944,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
945,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
946,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
947,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
948,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
949,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
950,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
951,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
952,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
953,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
954,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
955,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
956,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
957,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
958,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
959,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
960,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
961,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
962,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
963,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
964,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
965,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
966,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
967,e trafic reprend progressivement entre Aeroport CdG 2 / Mitry - Claye et Gare du Nord (incident technique),unscheduled,public_transport.incident.smoke,2017-05-25
968,e trafic est perturbé sur la ligne (voyageur sur la voie),unscheduled,public_transport.incident.pedestrian,2017-05-25
